"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.00633478141321e-32,1.14412381939795,0.321,0.234,1.24157102579048e-29,"5","Inpp4b"
5.52971892376215e-31,0.75000566277086,0.208,0.126,1.37137029309301e-28,"5","Cd53"
1.96524720980473e-30,1.31878687433997,0.14,0.075,4.87381308031572e-28,"5","Ano1"
8.23009038183637e-21,0.535197135656498,0.164,0.102,2.04106241469542e-18,"5","Sncg"
8.46677164215554e-21,0.580004697929937,0.241,0.167,2.09975936725457e-18,"5","Dpyd"
4.98980807900069e-19,0.274422693536415,0.438,0.338,1.23747240359217e-16,"5","Pdzrn3"
1.70160684963353e-17,0.419710066422124,0.347,0.27,4.21998498709114e-15,"5","Rnf152"
1.66820225227587e-16,0.593152438825527,0.226,0.163,4.13714158564415e-14,"5","Arhgap6"
4.6560366036375e-12,0.439924405108663,0.107,0.069,1.1546970777021e-09,"5","Spi1"
8.23368897965309e-10,0.378953598530856,0.121,0.084,2.04195486695397e-07,"5","Cd300c2"
3.44626868165729e-09,1.24579416725286,0.342,0.326,8.54674633051007e-07,"5","Igfbp6"
0,3.89059246427501,0.898,0.18,0,"6","Nxph3"
0,2.5696817545301,0.94,0.303,0,"6","Grik3"
0,3.34395861114003,0.842,0.213,0,"6","Gadd45a"
0,3.58454488611363,0.835,0.208,0,"6","Rprm"
0,2.33362148637743,0.866,0.242,0,"6","Fezf2"
0,2.95873236734167,0.765,0.148,0,"6","Arhgap25"
0,2.74100765230721,0.773,0.16,0,"6","Foxp2"
0,2.26686291236733,0.772,0.167,0,"6","Syt6"
0,2.5990068047933,0.761,0.165,0,"6","Htr1f"
0,2.35080591712992,0.772,0.178,0,"6","Hs3st2"
0,2.46346544900029,0.833,0.252,0,"6","Sdk2"
0,3.10830608201683,0.709,0.159,0,"6","Myl4"
0,2.0156602218967,0.847,0.302,0,"6","Igsf21"
0,1.32121895805602,0.918,0.376,0,"6","Bcl11b"
0,1.92906084588442,0.91,0.402,0,"6","Igfbp4"
0,1.72487993352758,0.737,0.245,0,"6","Rnf152"
0,1.07969317720984,0.952,0.463,0,"6","Neurod6"
0,2.11199904298625,0.655,0.184,0,"6","Zfpm2"
0,1.5707654541994,0.873,0.417,0,"6","Neto2"
0,2.02023582530835,0.594,0.178,0,"6","Col6a1"
0,1.12926609636795,0.89,0.486,0,"6","Gfra2"
0,2.29047675984443,0.987,0.584,0,"6","Tle4"
0,1.5563328352259,0.673,0.284,0,"6","Plcxd3"
0,2.03835852391003,0.472,0.113,0,"6","Cwh43"
0,3.38157125879258,0.385,0.04,0,"6","Trbc2"
0,2.43128945782804,0.993,0.664,0,"6","Garnl3"
0,1.96364250589352,0.333,0.067,0,"6","Rxfp1"
0,1.40829958269353,0.987,0.723,0,"6","Dkk3"
0,2.97605823836708,0.302,0.046,0,"6","Sla"
0,1.0466489855087,1,0.873,0,"6","Slc17a7"
1.96241091634553e-299,0.845167163513032,0.942,0.666,4.86677907253692e-297,"6","Gng12"
5.41947642723783e-281,0.721655240044192,0.987,0.785,1.34403015395498e-278,"6","Dpy19l1"
8.04082084749909e-275,1.29117004216854,0.512,0.186,1.99412357017977e-272,"6","Cdh9"
6.02005541970155e-250,1.11502094066075,0.789,0.543,1.49297374408598e-247,"6","Meis2"
1.62791126787191e-245,3.31078033279867,0.327,0.102,4.03721994432233e-243,"6","Cplx3"
2.62287174072307e-231,1.78414214933163,0.366,0.122,6.50472191699322e-229,"6","Sema5b"
8.30478174901107e-205,0.67381734275449,0.71,0.41,2.05958587375475e-202,"6","Ppp1r1b"
6.66752819984237e-199,1.01229006645105,0.56,0.253,1.65354699356091e-196,"6","Sema3e"
2.9306480050298e-193,0.753005289575479,0.592,0.271,7.26800705247391e-191,"6","Rasl10a"
3.80740843110441e-189,0.575234708037859,0.772,0.42,9.44237290913893e-187,"6","Necab1"
3.20759090464821e-188,1.68225451392218,0.339,0.121,7.95482544352756e-186,"6","Pcsk5"
2.43706848720775e-176,0.971861549254782,0.531,0.244,6.04392984827521e-174,"6","Sema3a"
2.96792392302059e-175,2.3764961466722,0.35,0.136,7.36045132909107e-173,"6","Ccn2"
4.70013747034118e-172,0.751456642583225,0.768,0.418,1.16563409264461e-169,"6","Satb2"
4.63753147497674e-171,0.671567259613915,0.857,0.544,1.15010780579423e-168,"6","Fhod3"
1.56276058915272e-159,0.631610675741612,0.512,0.239,3.87564626109875e-157,"6","Rab3b"
5.36590435922403e-157,0.593131876454806,0.957,0.749,1.33074428108756e-154,"6","Arc"
2.46571676522555e-147,0.893853612537753,0.497,0.235,6.11497757775935e-145,"6","Gsg1l"
1.18973937846842e-138,1.56332594875414,0.257,0.09,2.95055365860168e-136,"6","Rspo2"
2.39473618516828e-123,1.92475217761343,0.153,0.041,5.93894573921734e-121,"6","Prss35"
2.10985621383976e-118,0.950704861251704,0.483,0.258,5.2324434103226e-116,"6","Cntnap4"
1.96007483254126e-115,0.408684045950557,0.752,0.429,4.86098558470232e-113,"6","Tmem132d"
2.08655867034132e-87,0.844299730906404,0.47,0.272,5.17466550244648e-85,"6","Tox"
1.57217110061315e-59,0.707172502623837,0.611,0.446,3.89898432952061e-57,"6","Cntn6"
3.55074133811662e-53,1.04591676097446,0.243,0.128,8.80583851852922e-51,"6","Stard5"
6.10115060677435e-53,0.337601454606401,0.555,0.359,1.51308535048004e-50,"6","Ndst3"
7.19203554152173e-44,0.659962417528632,0.499,0.346,1.78362481429739e-41,"6","Cdh13"
1.58225025311133e-43,0.349604635081777,0.479,0.318,3.92398062771609e-41,"6","Igfbp6"
1.59109492727669e-43,0.443392794023914,0.325,0.193,3.94591541964619e-41,"6","Syt2"
4.88931466564116e-15,0.547429520312531,0.128,0.079,1.21255003707901e-12,"6","Gm19410"
3.0898608995201e-12,0.471962896049848,0.14,0.093,7.66285503080986e-10,"6","Fos"
0,3.85060965977097,0.828,0.127,0,"7","Slc44a5"
0,3.47987459829742,0.99,0.302,0,"7","Prox1"
0,3.32690321256789,0.911,0.269,0,"7","Plekha2"
0,2.95456872670372,0.865,0.256,0,"7","Rasl10a"
0,2.36541690023756,0.898,0.305,0,"7","Calb1"
0,3.24879000405783,0.979,0.398,0,"7","Bhlhe22"
0,2.38990001155371,0.947,0.376,0,"7","Bcl11b"
0,2.74640518215407,0.856,0.295,0,"7","Prdm8"
0,2.88241860454186,0.681,0.141,0,"7","Dpyd"
0,2.16772164469874,0.908,0.376,0,"7","Cpne6"
0,2.35960097874482,0.804,0.278,0,"7","Trpc4"
0,2.64873689812292,0.947,0.432,0,"7","Pip5k1b"
0,1.74519722948089,0.927,0.429,0,"7","Rasgrf2"
0,2.248628032896,0.897,0.4,0,"7","Tanc1"
0,1.5790449130406,0.747,0.265,0,"7","Nrp2"
0,1.5467524434763,0.818,0.351,0,"7","Thsd7a"
0,0.75459093860838,0.89,0.426,0,"7","Gad1"
0,2.43478776800173,0.639,0.18,0,"7","Cdh9"
0,1.24370043466401,0.883,0.435,0,"7","Cpne4"
0,2.43225487482439,0.602,0.155,0,"7","Npnt"
0,2.28142271384153,0.642,0.207,0,"7","Cntnap5b"
0,2.23387574519343,0.615,0.188,0,"7","Zfpm2"
0,1.82869314047592,0.706,0.281,0,"7","Bdnf"
0,1.97854643177507,0.76,0.337,0,"7","Pdzd2"
0,0.467189871628833,0.843,0.422,0,"7","Cabp7"
0,2.40157074347903,0.473,0.056,0,"7","Pdyn"
0,1.82201098089159,0.883,0.48,0,"7","Sipa1l3"
0,1.57611720032164,0.772,0.381,0,"7","Arhgef28"
0,3.38616113388172,0.424,0.042,0,"7","Npy2r"
0,1.77707171375984,0.524,0.176,0,"7","Shisa6"
0,3.02631595283575,0.355,0.043,0,"7","Ndst4"
0,1.83012328185708,0.979,0.671,0,"7","2010300C02Rik"
0,1.69035066702654,0.999,0.764,0,"7","Epha4"
0,1.00457051213472,0.998,0.855,0,"7","Nrn1"
1.43472466138532e-272,1.61680948368865,0.577,0.261,3.55811716023559e-270,"7","Orai2"
1.02274409328511e-263,0.823155471837298,0.88,0.607,2.53640535134706e-261,"7","Igfbp5"
2.25054046282926e-245,1.8449884157586,0.373,0.12,5.58134034781658e-243,"7","Pcsk5"
1.8792600776471e-231,1.29863695628341,0.679,0.38,4.6605649925648e-229,"7","Syndig1"
4.5091568078129e-219,1.4353008561892,0.677,0.402,1.1182708883376e-216,"7","Sox11"
2.03335897777322e-196,0.870934453184477,0.525,0.229,5.04273026487758e-194,"7","Rprm"
8.45306730414118e-159,0.811575562974687,0.74,0.512,2.09636069142701e-156,"7","Kctd12"
1.94804536893152e-127,0.625219859437332,0.763,0.495,4.83115251495017e-125,"7","Gfra2"
3.21066685703847e-69,0.417763261920473,0.583,0.377,7.96245380545541e-67,"7","Parm1"
7.24790390958824e-53,0.295063412222739,0.935,0.821,1.79748016957788e-50,"7","Bhlhe40"
6.91087369145811e-42,0.623341568498152,0.194,0.097,1.71389667548161e-39,"7","Fibcd1"
1.85673539453273e-36,0.560043068738345,0.35,0.228,4.60470377844116e-34,"7","Galnt14"
6.2444111777395e-29,0.608977690173709,0.295,0.194,1.5486139720794e-26,"7","Syt17"
5.96432498411814e-25,0.713784104713674,0.21,0.13,1.4791525960613e-22,"7","Stard5"
7.55228366733377e-25,0.605052606120141,0.213,0.132,1.87296634949877e-22,"7","Sema5b"
3.47270991373983e-20,0.380308463777715,0.449,0.354,8.61232058607477e-18,"7","Arhgap12"
4.12623758809037e-11,0.552639812232132,0.107,0.068,1.02330692184641e-08,"7","Ror1"
3.67666862766623e-09,0.309053830646193,0.451,0.406,9.11813819661224e-07,"7","Hat1"
0,2.50055477488765,0.766,0.181,0,"8","Hs3st2"
0,1.70543510834167,0.954,0.408,0,"8","Satb2"
0,1.52084433612244,0.987,0.463,0,"8","Neurod6"
0,1.60075471396557,0.821,0.299,0,"8","Igfbp6"
0,1.83746573454343,0.967,0.483,0,"8","Gfra2"
0,1.6811020477734,0.72,0.283,0,"8","Plcxd3"
0,1.64230830923365,0.732,0.296,0,"8","Sorcs3"
0,1.43879330763616,0.964,0.539,0,"8","Fhod3"
0,2.30508480645037,0.577,0.17,0,"8","Myl4"
0,1.25886977012885,0.816,0.419,0,"8","Necab1"
0,1.74448123446093,0.589,0.214,0,"8","Galnt14"
0,1.92509364893796,0.537,0.164,0,"8","Arhgap25"
0,2.4968231064009,0.406,0.082,0,"8","Rspo2"
0,0.986030549788931,0.967,0.667,0,"8","Garnl3"
0,1.61039616499778,0.999,0.724,0,"8","Dkk3"
0,2.55655357648162,0.329,0.068,0,"8","Rxfp1"
0,1.29784468535007,0.996,0.786,0,"8","Dpy19l1"
0,0.976308266499838,0.999,0.855,0,"8","Nrn1"
0,1.17174064725184,1,0.874,0,"8","Slc17a7"
2.61532332294938e-303,0.764607178656981,0.985,0.765,6.48600184091446e-301,"8","Epha4"
1.43152900160127e-291,1.28156508130787,0.697,0.32,3.55019192397114e-289,"8","Grik3"
3.52359666446514e-275,1.40828647517425,0.626,0.267,8.73851972787354e-273,"8","Sdk2"
4.92923603456985e-272,1.53059341705216,0.632,0.285,1.22245053657332e-269,"8","Bdnf"
3.9506311298706e-257,0.835599370284051,0.847,0.425,9.7975652020791e-255,"8","Tmem132d"
1.09226366432763e-252,1.6154262317527,0.364,0.107,2.70881388753253e-250,"8","Opn3"
3.67568691791123e-242,1.71878095980054,0.471,0.187,9.11570355641985e-240,"8","Col6a1"
2.36002490788469e-238,0.69939067079087,0.993,0.747,5.85286177155403e-236,"8","Arc"
1.24664070040316e-228,1.26044982471989,0.584,0.261,3.09166893699984e-226,"8","Fezf2"
9.18079420319745e-216,0.975429670419616,0.809,0.524,2.27683696239297e-213,"8","Plcxd2"
1.05221446922478e-215,2.0534550784864,0.223,0.051,2.60949188367746e-213,"8","Trbc2"
1.78289505939968e-179,1.4376431716144,0.538,0.275,4.42157974731122e-177,"8","Rasl10a"
2.29333214984996e-176,1.05603653600112,0.457,0.185,5.68746373162791e-174,"8","Htr1f"
7.11535585246765e-172,0.509991435028706,0.955,0.658,1.76460825141198e-169,"8","Rims3"
3.0640360556205e-171,1.60875200840551,0.334,0.12,7.59880941793884e-169,"8","Deptor"
8.84040600929294e-164,0.603343317668771,0.519,0.229,2.19242069030465e-161,"8","Rprm"
5.93589365584829e-149,1.129719851601,0.58,0.32,1.47210162665038e-146,"8","Igsf21"
6.62439069742144e-148,0.943877768713669,0.525,0.256,1.64284889296052e-145,"8","Sema3e"
4.99748824109456e-143,1.11509566849948,0.605,0.357,1.23937708379145e-140,"8","Ndst3"
6.31340681278447e-132,0.809106226211256,0.605,0.329,1.56572488957055e-129,"8","Pdzrn3"
5.4314545121671e-128,0.960582761323256,0.519,0.27,1.34700071901744e-125,"8","Tox"
1.75650550097911e-124,0.29940614934831,0.96,0.672,4.3561336424282e-122,"8","2010300C02Rik"
7.77423304300985e-121,0.495217130998345,0.709,0.408,1.92800979466644e-118,"8","Slit2"
9.03670386059262e-108,0.615553878366549,0.657,0.382,2.24110255742697e-105,"8","Syndig1"
5.55592822026357e-103,0.601751828719786,0.195,0.064,1.37787019862537e-100,"8","Cbln1"
1.74804868013072e-97,1.30567517915661,0.288,0.125,4.33516072672418e-95,"8","Cwh43"
1.26382654058845e-89,1.33446634535419,0.225,0.089,3.13428982065937e-87,"8","Fos"
1.22403971842518e-88,0.560346427980343,0.448,0.238,3.03561850169444e-86,"8","Gadd45a"
2.62312066303087e-88,0.780497034742699,0.38,0.19,6.50533924431656e-86,"8","Syt2"
1.34120281536589e-82,0.842369646126243,0.812,0.65,3.3261829821074e-80,"8","Nrep"
5.28569435358642e-82,0.505341076266487,0.666,0.431,1.31085219968943e-79,"8","Neto2"
8.26861260231749e-79,0.359381033828194,0.478,0.26,2.05061592537474e-76,"8","Cntnap4"
7.32445592182116e-74,0.660306794983448,0.445,0.25,1.81646506861165e-71,"8","Sema3a"
7.04523432613376e-70,0.605146778241831,0.565,0.373,1.74721811288117e-67,"8","Nell1"
1.49338733661939e-68,0.541921719204786,0.488,0.285,3.70360059481609e-66,"8","Cdh6"
5.29871345249242e-60,0.844703280440366,0.347,0.197,1.31408093621812e-57,"8","Cdh9"
5.32189406916182e-52,0.56458302930718,0.513,0.346,1.31982972915213e-49,"8","Cdh13"
1.26449548019359e-48,0.516248535673173,0.507,0.341,3.13594879088011e-46,"8","Cpne8"
1.86145896026592e-47,0.566798251898067,0.229,0.116,4.61641822145949e-45,"8","Rbp4"
1.99678851452266e-30,0.54344877305794,0.261,0.159,4.9520355160162e-28,"8","Cbln4"
1.13764054348236e-18,0.466358088764233,0.202,0.13,2.82134854783626e-16,"8","Pcsk5"
5.73697002912467e-13,0.398924340431056,0.59,0.563,1.42276856722292e-10,"8","Kcnh5"
9.65595450726101e-12,0.439739185651278,0.124,0.08,2.39467671780073e-09,"8","Gm19410"
0.000200480155464441,0.281124279346342,0.12,0.094,0.0497190785551814,"8","Adamts2"
0,2.77588937041308,0.896,0.242,0,"9","Myo16"
0,3.24299762315589,0.777,0.141,0,"9","Rspo1"
0,2.46370374302526,0.755,0.188,0,"9","Prr16"
0,1.95912669795524,0.957,0.419,0,"9","Tmem132d"
0,1.71254762642955,0.946,0.409,0,"9","Satb2"
0,2.06474665066495,0.801,0.267,0,"9","Cdh6"
0,2.67135133243365,0.662,0.136,0,"9","Cbln4"
0,1.55240906974763,0.842,0.316,0,"9","Pdzrn3"
0,1.50386849574597,0.928,0.41,0,"9","Car4"
0,1.88591836296103,0.863,0.356,0,"9","Nell1"
0,2.81675086832854,0.997,0.49,0,"9","Rorb"
0,2.22923625138943,0.988,0.514,0,"9","Plcxd2"
0,1.08717338707865,0.833,0.367,0,"9","Lamp5"
0,1.60907381351486,0.837,0.371,0,"9","Syndig1"
0,1.05778934740847,0.764,0.301,0,"9","Prdm8"
0,0.703333997417864,0.924,0.467,0,"9","Neurod6"
0,2.54693888516658,0.994,0.539,0,"9","Kcnh5"
0,1.85889665160324,0.649,0.208,0,"9","Cntnap5b"
0,1.68125937551751,0.901,0.46,0,"9","Cux2"
0,1.64655674919876,0.975,0.538,0,"9","Fhod3"
0,1.43990769591209,0.653,0.238,0,"9","Sema3a"
0,1.52148607096838,0.877,0.489,0,"9","Gfra2"
0,1.79138899282205,0.999,0.656,0,"9","Rims3"
0,1.04067638066477,0.945,0.643,0,"9","Nrep"
0,0.964412472262925,0.994,0.747,0,"9","Arc"
0,0.965181956915103,0.997,0.764,0,"9","Epha4"
0,0.920776300273945,0.982,0.818,0,"9","Bhlhe40"
0,1.03089687718698,1,0.855,0,"9","Nrn1"
1.05773525986861e-318,0.359520638728826,0.762,0.3,2.62318344447415e-316,"9","Slc17a6"
4.47934176281614e-285,0.969079600257228,0.808,0.403,1.1108767571784e-282,"9","Slit2"
8.97113257378292e-279,0.709178806307183,0.877,0.433,2.22484087829816e-276,"9","Rasgrf2"
2.206318113132e-263,0.655834839496098,1,0.874,5.47166892056737e-261,"9","Slc17a7"
1.09944134602993e-262,0.595306804968273,0.83,0.408,2.72661453815424e-260,"9","Bhlhe22"
1.4312647547734e-251,0.816856396766898,0.874,0.502,3.54953659183802e-249,"9","Pde7b"
4.18660586010414e-250,0.621002436007378,0.956,0.667,1.03827825330583e-247,"9","Garnl3"
1.12907555641391e-204,1.02532582853802,0.668,0.331,2.80010737990649e-202,"9","Cpne8"
9.89615853508768e-175,0.357047556365729,0.46,0.183,2.45424731670175e-172,"9","Cd24a"
4.18005661370648e-164,0.577169232964757,0.659,0.319,1.03665404019921e-161,"9","Calb1"
7.0167193008952e-156,0.892772564325098,0.654,0.361,1.74014638662201e-153,"9","Thsd7a"
2.30009412175786e-136,0.658549002681662,0.609,0.311,5.7042334219595e-134,"9","Igfbp6"
1.15927623100608e-103,0.855047288803004,0.399,0.189,2.87500505289508e-101,"9","Htr1f"
6.15576108390013e-73,0.717752957403307,0.367,0.191,1.52662874880723e-70,"9","Syt2"
7.544272008841e-66,1.15839484211521,0.207,0.09,1.87097945819257e-63,"9","Fos"
4.84202770505341e-64,0.261966447023119,0.94,0.789,1.20082287085325e-61,"9","Dpy19l1"
1.05844175479265e-59,0.437162128545672,0.646,0.445,2.62493555188578e-57,"9","Cntn6"
1.06814527526399e-41,0.683192282839431,0.22,0.115,2.6490002826547e-39,"9","Opn3"
4.60355276168376e-35,0.350723583768416,0.285,0.168,1.14168108489757e-32,"9","Col19a1"
4.4476661825899e-18,0.339129688152923,0.527,0.436,1.10302121328229e-15,"9","Necab1"
0,3.90744907875527,0.999,0.414,0,"10","Cabp7"
0,2.31476656303133,0.734,0.253,0,"10","Orai2"
0,1.70099475251929,0.829,0.398,0,"10","Gfap"
0,2.20198886282887,0.605,0.178,0,"10","Gm2115"
0,2.09212448764674,0.598,0.172,0,"10","Shisa6"
0,1.39890158759715,0.836,0.484,0,"10","Sipa1l3"
0,1.12739074165208,0.951,0.604,0,"10","Clmn"
0,1.50182298485334,0.915,0.605,0,"10","Ntsr2"
0,1.45942857847932,0.923,0.675,0,"10","2010300C02Rik"
3.14658579441202e-286,1.21620283578598,0.774,0.411,7.80353277014182e-284,"10","Bhlhe22"
1.52783287867905e-253,1.00894018534384,0.821,0.508,3.78902553912403e-251,"10","Kctd12"
4.01531168831986e-248,1.23702328608766,0.857,0.673,9.95797298703324e-246,"10","Acsbg1"
1.17461567491248e-235,1.54915924810622,0.527,0.224,2.91304687378295e-233,"10","Hapln1"
2.77590888116333e-215,1.3178759520189,0.762,0.519,6.88425402528507e-213,"10","Aqp4"
2.99970106154641e-207,1.01654733334426,0.581,0.265,7.43925863263511e-205,"10","Necab2"
2.72231736098714e-203,1.3585673127246,0.692,0.387,6.7513470552481e-201,"10","Arhgef28"
5.82034408277393e-190,1.7328892029008,0.591,0.312,1.44344533252794e-187,"10","Prdm8"
2.54216135366592e-178,1.10911261289439,0.71,0.453,6.30456015709148e-176,"10","Slc39a12"
6.74966490378572e-170,1.24130712254647,0.615,0.345,1.67391689613886e-167,"10","Arhgap12"
4.82547040676556e-143,0.902128254391375,0.547,0.278,1.19671666087786e-140,"10","Mdga1"
1.6139594081877e-131,0.692036939644045,0.677,0.393,4.00261933230549e-129,"10","Bcl11b"
3.0547378248312e-130,0.970321976628355,0.511,0.262,7.57574980558137e-128,"10","Rfx4"
8.77305558947274e-130,1.21075694336353,0.377,0.162,2.17571778618924e-127,"10","Angpt1"
2.33381498270728e-107,0.796695878618284,0.672,0.449,5.78786115711406e-105,"10","Pip5k1b"
1.64252828995162e-90,0.658371439544184,0.624,0.393,4.07347015908002e-88,"10","Cpne6"
2.11881405206496e-86,1.32215790653485,0.614,0.451,5.25465884912111e-84,"10","Cpne4"
3.38826085350447e-72,0.805508971885992,0.407,0.227,8.40288691669109e-70,"10","Gli3"
1.04691958769426e-64,0.408444617574609,0.63,0.416,2.59636057748177e-62,"10","Tanc1"
5.62508479414968e-59,1.08014984700395,0.326,0.189,1.39502102894912e-56,"10","Strip2"
7.51487687034401e-58,0.98986404437835,0.211,0.096,1.86368946384531e-55,"10","Fibcd1"
9.93969222874226e-53,0.431964053761859,0.631,0.472,2.46504367272808e-50,"10","Rmst"
1.47703255104896e-39,0.913738200529855,0.135,0.059,3.66304072660141e-37,"10","Npy2r"
3.08620508529366e-37,1.07549845723536,0.228,0.129,7.65378861152827e-35,"10","Stard5"
2.28761882853962e-36,0.690375084427846,0.209,0.112,5.67329469477827e-34,"10","Eya4"
9.15869892501058e-32,0.803596148860477,0.223,0.13,2.27135733340262e-29,"10","Pglyrp1"
3.19007967177024e-30,0.807155852902943,0.26,0.165,7.91139758599021e-28,"10","Cldn5"
2.01942896396903e-28,0.476403799258669,0.31,0.2,5.00818383064318e-26,"10","Cdh9"
1.37546080048016e-26,0.272641634761954,0.989,0.875,3.41114278519079e-24,"10","Slc17a7"
1.78736207645375e-24,0.592827266018257,0.186,0.109,4.4326579496053e-22,"10","Emcn"
2.67985071431169e-24,0.327966143095718,0.255,0.161,6.646029771493e-22,"10","Slc44a5"
3.83616697101983e-23,0.720901269077772,0.124,0.065,9.51369408812917e-21,"10","Prph"
4.75342710947469e-22,0.588316874988064,0.151,0.085,1.17884992314972e-19,"10","Sox17"
1.05646478123299e-21,0.654695071433031,0.173,0.103,2.62003265745782e-19,"10","Nostrin"
1.65982769703748e-20,0.88506784474806,0.55,0.488,4.11637268865294e-18,"10","Neurod6"
1.07840923168058e-19,0.36647105255275,0.856,0.756,2.67445489456783e-17,"10","Arc"
1.81661199627794e-18,0.356166576096818,0.402,0.309,4.50519775076929e-16,"10","Wfs1"
1.83265182465391e-16,0.303761849451347,0.418,0.327,4.54497652514169e-14,"10","Lypd6"
2.12239542338814e-16,0.404445194894233,0.27,0.195,5.2635406500026e-14,"10","Adgrl4"
3.04158412580181e-15,0.361137201488517,0.236,0.163,7.5431286319885e-13,"10","Arhgap6"
1.5519861770951e-14,0.392505699948522,0.345,0.273,3.84892571919585e-12,"10","Ly6a"
